City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
261,Boyle,US,2020-07-10 14:50:26,37.63,-84.87,84.2,70,40,9.17
262,Kununurra,AU,2020-07-10 14:50:27,-15.77,128.73,69.8,34,60,5.82
263,Bengkulu,ID,2020-07-10 14:50:27,-3.8,102.27,77.92,87,73,6.33
264,Florence,IT,2020-07-10 14:48:57,43.77,11.25,93.99,26,99,9.17
265,Santa Cruz De Tenerife,ES,2020-07-10 14:50:27,28.47,-16.25,84.0,68,20,21.92
266,Beyneu,KZ,2020-07-10 14:50:27,45.32,55.2,98.46,12,45,13.96
267,Whitianga,NZ,2020-07-10 14:50:27,-36.83,175.7,44.01,97,0,3.71
268,Mastic Beach,US,2020-07-10 14:50:28,40.77,-72.85,78.8,78,75,4.7
269,Genhe,CN,2020-07-10 14:50:28,50.78,121.52,61.0,57,0,2.39
270,La Grande,US,2020-07-10 14:50:28,45.32,-118.09,61.0,82,1,1.41
271,Klaksvik,FO,2020-07-10 14:50:28,62.23,-6.59,53.6,71,91,13.87
272,Lagoa,PT,2020-07-10 14:50:28,39.05,-27.98,68.11,76,24,5.64
273,Ostersund,SE,2020-07-10 14:46:00,63.18,14.64,59.0,44,57,6.93
274,Yuxia,CN,2020-07-10 14:50:29,34.06,108.63,75.99,100,90,6.71
275,Guerrero Negro,MX,2020-07-10 14:50:29,27.98,-114.06,74.28,50,68,6.44
276,Phalaborwa,ZA,2020-07-10 14:50:29,-23.94,31.14,82.4,39,0,8.05
277,Yaan,NG,2020-07-10 14:50:29,7.38,8.57,79.74,82,100,7.92
278,Sambava,MG,2020-07-10 14:50:29,-14.27,50.17,73.0,78,60,15.61
279,Constitucion,CL,2020-07-10 14:50:30,-35.33,-72.42,54.48,93,100,4.81
280,Riyadh,SA,2020-07-10 14:50:30,24.69,46.72,111.2,8,80,11.41
281,Ilulissat,GL,2020-07-10 14:50:30,69.22,-51.1,42.8,87,90,16.11
282,General Pico,AR,2020-07-10 14:50:30,-35.66,-63.76,57.29,49,100,10.07
283,Bethel,US,2020-07-10 14:46:54,41.37,-73.41,77.0,88,90,10.29
284,Plettenberg Bay,ZA,2020-07-10 14:50:30,-34.05,23.37,60.22,73,100,4.09
285,Dingle,PH,2020-07-10 14:50:31,11.0,122.67,79.45,82,100,1.01
286,Tubuala,PA,2020-07-10 14:50:31,9.52,-79.03,84.2,74,20,6.93
287,Narsaq,GL,2020-07-10 14:50:31,60.92,-46.05,46.4,93,75,3.36
288,Cayenne,GF,2020-07-10 14:49:36,4.93,-52.33,87.8,66,75,5.82
289,Kailua,US,2020-07-10 14:50:31,21.4,-157.74,77.0,78,90,8.05
290,Saint Paul,US,2020-07-10 14:49:50,44.94,-93.09,77.0,64,1,6.93
291,Jardim,BR,2020-07-10 14:50:31,-21.48,-56.14,77.43,49,88,8.23
292,Chalmette,US,2020-07-10 14:46:32,29.94,-89.96,87.01,74,75,6.93
293,Chernyshevskiy,RU,2020-07-10 14:50:32,63.01,112.47,58.46,99,72,3.44
294,Airai,TL,2020-07-10 14:50:32,-8.93,125.41,57.0,100,17,3.91
295,Baherden,TM,2020-07-10 14:50:32,38.44,57.43,100.22,16,11,16.31
296,Aripuana,BR,2020-07-10 14:48:02,-9.17,-60.63,89.26,36,9,4.47
297,Valparaiso,CL,2020-07-10 14:48:31,-33.04,-71.63,50.0,87,81,3.36
298,Sao Joao Da Barra,BR,2020-07-10 14:50:33,-21.64,-41.05,73.4,64,75,13.87
299,Amot,NO,2020-07-10 14:50:33,59.57,7.99,60.8,63,40,4.7
300,Haputale,LK,2020-07-10 14:50:33,6.77,80.96,82.4,88,40,10.29
301,Broken Hill,AU,2020-07-10 14:50:33,-31.95,141.43,51.8,53,9,8.05
302,Yairipok,IN,2020-07-10 14:50:33,24.67,94.07,71.65,95,100,1.41
303,Ternate,ID,2020-07-10 14:50:33,0.8,127.4,80.85,77,100,2.62
304,Leh,IN,2020-07-10 14:50:33,34.17,77.58,63.93,27,47,6.67
305,Umea,SE,2020-07-10 14:50:34,63.83,20.26,66.2,42,93,9.17
306,Pitimbu,BR,2020-07-10 14:50:34,-7.47,-34.81,84.2,74,75,11.41
307,Urumqi,CN,2020-07-10 14:50:34,43.8,87.6,82.4,32,20,8.95
308,Honiara,SB,2020-07-10 14:50:34,-9.43,159.95,75.2,100,40,3.36
309,Lewistown,US,2020-07-10 14:50:34,40.6,-77.57,82.4,69,40,4.16
310,Ancud,CL,2020-07-10 14:50:34,-41.87,-73.82,39.99,100,40,4.7
311,Okha,RU,2020-07-10 14:50:35,53.57,142.95,50.05,93,98,3.98
312,Pinheiro Machado,BR,2020-07-10 14:50:35,-31.58,-53.38,55.99,75,0,15.99
313,Kavieng,PG,2020-07-10 14:50:35,-2.57,150.8,82.44,80,56,11.97
314,Dombarovskiy,RU,2020-07-10 14:50:35,50.76,59.54,86.14,42,0,7.83
315,Tall Kayf,TR,2020-07-10 14:50:35,37.08,41.07,102.2,17,40,12.75
316,Kilosa,TZ,2020-07-10 14:50:35,-6.83,36.98,69.98,88,97,3.33
317,Vila Velha,BR,2020-07-10 14:50:36,-20.33,-40.29,75.99,69,40,12.75
318,Dillon,US,2020-07-10 14:50:36,34.42,-79.37,84.99,94,1,4.21
319,Ponta Delgada,PT,2020-07-10 14:50:36,37.73,-25.67,73.4,64,75,5.82
320,Dolores,AR,2020-07-10 14:50:36,-36.31,-57.68,53.24,70,100,18.34
321,Northam,GB,2020-07-10 14:50:36,51.03,-4.22,63.0,79,0,8.99
322,Dickinson,US,2020-07-10 14:50:36,29.46,-95.05,89.01,83,20,8.05
323,Larap,PH,2020-07-10 14:50:37,14.3,122.65,79.9,87,99,2.91
324,Turgoyak,RU,2020-07-10 14:50:37,55.15,60.12,81.03,65,34,2.46
325,Conceicao Do Araguaia,BR,2020-07-10 14:50:38,-8.26,-49.26,91.78,34,91,7.52
326,Madras,IN,2020-07-10 14:48:20,13.09,80.28,84.2,83,40,11.41
327,Ashland,US,2020-07-10 14:50:38,40.82,-82.27,86.0,62,1,10.29
328,Nouakchott,MR,2020-07-10 14:50:38,18.09,-15.98,84.2,66,75,16.11
329,Ovsyanka,RU,2020-07-10 14:50:38,55.96,92.55,59.0,87,40,8.95
330,Saint-Joseph,RE,2020-07-10 14:50:38,-21.37,55.62,69.8,73,17,17.22
331,Eureka,US,2020-07-10 14:50:39,40.8,-124.16,55.99,96,45,2.84
332,Richards Bay,ZA,2020-07-10 14:50:39,-28.78,32.04,80.26,34,0,13.24
333,Ocala,US,2020-07-10 14:48:57,29.19,-82.14,89.01,79,75,8.05
334,Charters Towers,AU,2020-07-10 14:50:39,-20.1,146.27,60.69,96,0,8.08
335,Oranjemund,NA,2020-07-10 14:50:39,-28.55,16.43,56.84,75,95,24.18
336,Mazagao,BR,2020-07-10 14:50:39,-0.12,-51.29,89.6,70,40,11.41
337,Manavalakurichi,IN,2020-07-10 14:50:40,8.13,77.3,84.2,66,75,2.24
338,Mortka,RU,2020-07-10 14:50:40,59.33,66.02,77.22,56,0,3.31
339,Brae,GB,2020-07-10 14:50:40,60.4,-1.35,55.4,76,40,14.99
340,Whitehorse,CA,2020-07-10 14:50:40,60.72,-135.05,46.4,81,75,4.23
341,Povenets,RU,2020-07-10 14:50:40,62.85,34.83,65.01,47,11,10.8
342,Port Hedland,AU,2020-07-10 14:50:40,-20.32,118.57,62.6,39,0,2.24
343,Camocim,BR,2020-07-10 14:50:41,-2.9,-40.84,87.21,57,7,11.92
344,Zaysan,KZ,2020-07-10 14:50:41,47.47,84.87,70.74,37,7,6.82
345,Sitka,US,2020-07-10 14:50:41,57.05,-135.33,53.6,93,90,4.9
346,Korla,CN,2020-07-10 14:50:41,41.76,86.15,73.99,92,84,3.8
347,Tura,IN,2020-07-10 14:49:08,25.52,90.22,75.36,97,100,6.04
348,Bogorodskoye,RU,2020-07-10 14:50:41,56.55,37.88,68.29,57,16,4.92
349,Olafsvik,IS,2020-07-10 14:50:42,64.89,-23.71,50.74,75,100,9.8
350,San Quintin,MX,2020-07-10 14:50:42,30.48,-115.95,70.9,68,1,4.68
351,Labuhan,ID,2020-07-10 14:50:42,-6.88,112.21,77.07,81,60,7.9
352,Talnakh,RU,2020-07-10 14:50:42,69.49,88.4,60.8,63,18,29.08
353,Medea,DZ,2020-07-10 14:50:42,36.26,2.75,84.2,58,40,6.93
354,Tahoua,NE,2020-07-10 14:50:42,14.89,5.27,93.2,44,20,9.17
355,Hazorasp,UZ,2020-07-10 14:50:43,41.32,61.07,93.2,32,62,11.41
356,Vanavara,RU,2020-07-10 14:50:43,60.34,102.28,61.84,54,94,4.32
357,Praxedis Guerrero,MX,2020-07-10 14:50:43,31.37,-106.02,87.01,26,40,9.17
358,Avera,US,2020-07-10 14:50:43,33.19,-82.53,86.0,74,1,4.7
359,Lasa,IT,2020-07-10 14:50:43,46.62,10.7,69.8,73,40,5.82
360,Faanui,PF,2020-07-10 14:50:43,-16.48,-151.75,77.74,82,8,20.6
361,Parbhani,IN,2020-07-10 14:50:44,19.27,76.78,79.79,76,100,4.68
362,Sioux Lookout,CA,2020-07-10 14:50:44,50.1,-91.92,68.0,72,75,9.17
363,Abalak,RU,2020-07-10 14:50:44,58.13,68.59,70.23,63,0,3.67
364,Huarmey,PE,2020-07-10 14:50:44,-10.07,-78.15,66.09,69,45,8.84
365,Eirunepe,BR,2020-07-10 14:50:44,-6.66,-69.87,75.61,85,86,4.34
366,Port Hawkesbury,CA,2020-07-10 14:50:45,45.62,-61.35,75.0,78,1,3.36
367,Imeni Poliny Osipenko,RU,2020-07-10 14:50:45,52.42,136.49,54.52,94,95,4.76
368,Basco,PH,2020-07-10 14:50:45,20.45,121.97,85.69,69,0,4.27
369,Bereda,ES,2020-07-10 14:50:45,43.27,-7.54,68.0,74,5,18.01
370,Nambucca Heads,AU,2020-07-10 14:50:45,-30.65,153.0,57.0,93,84,5.82
371,Marsh Harbour,BS,2020-07-10 14:48:03,26.54,-77.06,86.56,70,75,11.01
372,Dongkan,CN,2020-07-10 14:50:46,34.0,119.83,69.37,89,84,5.39
373,Sola,VU,2020-07-10 14:50:53,-13.88,167.55,79.72,83,44,24.58
374,Makokou,GA,2020-07-10 14:50:53,0.57,12.86,80.89,71,59,2.44
375,Inirida,CO,2020-07-10 14:50:53,3.87,-67.92,79.21,83,89,3.49
376,Cherdyn,RU,2020-07-10 14:50:53,60.4,56.48,65.88,81,67,7.23
377,Capaci,IT,2020-07-10 14:50:54,38.17,13.24,84.99,69,20,11.41
378,Norman Wells,CA,2020-07-10 14:50:54,65.28,-126.83,50.0,81,90,14.99
379,Iwanai,JP,2020-07-10 14:50:54,42.97,140.51,63.0,65,100,3.83
380,Solnechnyy,RU,2020-07-10 14:50:54,50.72,136.63,56.17,87,86,2.33
381,Malanje,AO,2020-07-10 14:50:54,-9.54,16.34,91.83,17,53,1.16
382,Asosa,ET,2020-07-10 14:50:54,10.07,34.53,65.34,100,97,1.34
383,Eskilstuna,SE,2020-07-10 14:46:35,59.37,16.51,62.01,67,100,10.29
384,Pangani,TZ,2020-07-10 14:50:55,-5.43,38.97,77.5,79,5,9.82
385,Chute-Aux-Outardes,CA,2020-07-10 14:50:55,49.12,-68.4,66.2,77,20,14.99
386,Sorland,NO,2020-07-10 14:50:55,67.67,12.69,57.2,76,40,9.17
387,Asau,RO,2020-07-10 14:50:55,46.43,26.4,86.0,37,40,10.29
388,Saint-Pierre,RE,2020-07-10 14:49:21,-21.34,55.48,69.8,73,0,17.22
389,Beringovskiy,RU,2020-07-10 14:50:55,63.05,179.32,50.83,85,98,2.33
390,Kotma,IN,2020-07-10 14:50:55,23.2,81.97,82.42,64,100,6.96
391,Vanimo,PG,2020-07-10 14:50:56,-2.67,141.3,78.55,85,55,5.37
392,Yacuiba,BO,2020-07-10 14:50:56,-22.04,-63.68,72.81,40,0,5.79
393,Uyuni,BO,2020-07-10 14:50:56,-20.46,-66.83,44.73,35,0,11.61
394,Gazanjyk,TM,2020-07-10 14:50:56,39.24,55.52,97.95,21,7,17.78
395,Beira,MZ,2020-07-10 14:50:56,-19.84,34.84,75.2,78,20,14.99
396,Santa Isabel,BR,2020-07-10 14:50:56,-23.32,-46.22,62.6,72,26,16.11
397,Cowra,AU,2020-07-10 14:50:56,-33.83,148.68,45.0,96,100,1.01
398,Verkhoyansk,RU,2020-07-10 14:50:57,67.54,133.38,58.68,61,0,2.91
399,Nacala,MZ,2020-07-10 14:50:57,-14.54,40.67,74.17,69,22,6.67
400,Kapit,MY,2020-07-10 14:50:57,2.02,112.93,74.41,94,100,0.69
401,Lata,PT,2020-07-10 14:50:57,40.16,-8.33,88.0,51,0,10.29
402,Gorin,RU,2020-07-10 14:50:57,51.2,136.67,56.7,92,100,1.61
403,Papara,BR,2020-07-10 14:50:57,-3.98,-38.73,86.0,62,40,18.34
404,Fraga,ES,2020-07-10 14:50:57,41.52,0.35,93.0,35,0,6.93
405,Deputatskiy,RU,2020-07-10 14:50:58,69.3,139.9,51.24,75,71,2.42
406,Altamont,US,2020-07-10 14:50:48,42.21,-121.74,57.0,81,1,0.6
407,Taruma,BR,2020-07-10 14:50:58,-22.75,-50.58,69.22,53,0,6.17
408,Marawi,PH,2020-07-10 14:50:58,8.0,124.29,77.0,87,99,3.0
409,Ust-Koksa,RU,2020-07-10 14:50:58,50.27,85.61,58.6,73,5,2.89
410,Tezu,IN,2020-07-10 14:50:58,27.92,96.17,76.08,87,100,3.8
411,Leshukonskoye,RU,2020-07-10 14:50:58,64.9,45.76,72.05,43,82,4.9
412,San Jeronimo,PE,2020-07-10 14:50:59,-11.95,-75.28,48.72,59,90,1.45
413,Kandrian,PG,2020-07-10 14:50:59,-6.22,149.55,78.4,85,100,8.39
414,Valkeala,FI,2020-07-10 14:50:59,60.94,26.8,64.4,48,40,12.75
415,Hami,CN,2020-07-10 14:50:59,42.8,93.45,85.17,17,100,7.4
416,Oskemen,KZ,2020-07-10 14:50:59,49.96,82.61,71.6,78,75,4.47
417,Svetlogorsk,BY,2020-07-10 14:51:00,52.63,29.73,73.96,69,42,11.65
418,Evensk,RU,2020-07-10 14:51:00,61.95,159.23,52.99,97,100,3.96
419,Flinders,AU,2020-07-10 14:51:00,-34.58,150.86,55.99,83,100,1.01
420,Antalaha,MG,2020-07-10 14:51:00,-14.9,50.28,71.76,84,46,13.87
421,Almaznyy,RU,2020-07-10 14:51:01,48.04,40.05,84.2,28,20,11.18
422,Ormara,PK,2020-07-10 14:51:01,25.21,64.64,86.09,83,17,15.86
423,Necochea,AR,2020-07-10 14:51:01,-38.55,-58.74,48.0,93,100,18.01
424,Hambantota,LK,2020-07-10 14:51:01,6.12,81.12,82.4,88,40,10.29
425,Buzmeyin,TM,2020-07-10 14:51:01,38.05,58.21,100.4,19,40,16.11
426,Mandalgovi,MN,2020-07-10 14:51:01,45.76,106.27,56.07,75,7,15.68
427,Magadan,RU,2020-07-10 14:51:01,59.57,150.8,50.13,94,90,2.64
428,Wajir,KE,2020-07-10 14:51:02,1.75,40.06,89.6,43,75,4.7
429,Zhangye,CN,2020-07-10 14:51:02,38.93,100.45,81.34,16,100,5.35
430,Banda Aceh,ID,2020-07-10 14:51:02,5.56,95.32,80.17,76,100,5.86
431,Nanortalik,GL,2020-07-10 14:51:02,60.14,-45.24,47.07,87,84,7.07
432,Sept-Iles,CA,2020-07-10 14:48:38,50.2,-66.38,59.0,100,90,6.93
433,Salym,RU,2020-07-10 14:51:02,60.06,71.48,67.91,67,99,4.85
434,Sommerda,DE,2020-07-10 14:51:03,51.15,11.1,73.0,56,100,18.34
435,Mae Sot,TH,2020-07-10 14:51:03,16.72,98.57,75.65,92,98,3.47
436,Sakaiminato,JP,2020-07-10 14:51:03,35.55,133.23,77.0,94,90,12.75
437,Carutapera,BR,2020-07-10 14:51:03,-1.2,-46.02,81.86,83,9,9.33
438,Sidi Ali,DZ,2020-07-10 14:51:03,36.1,0.42,80.87,60,46,8.57
439,Kautokeino,NO,2020-07-10 14:51:03,69.01,23.04,53.92,54,100,11.95
440,Gillette,US,2020-07-10 14:51:04,44.29,-105.5,71.01,72,1,10.29
441,Yining,CN,2020-07-10 14:51:04,29.04,114.56,76.3,92,100,3.09
442,Barra Mansa,BR,2020-07-10 14:51:04,-22.54,-44.17,70.47,68,84,4.34
443,Morris,US,2020-07-10 14:51:04,40.83,-74.53,78.01,88,100,3.0
444,Ikom,NG,2020-07-10 14:51:04,5.97,8.71,74.14,96,100,0.72
445,Teguldet,RU,2020-07-10 14:51:04,57.31,88.17,54.52,84,41,6.87
446,Manado,ID,2020-07-10 14:51:04,1.49,124.85,77.0,94,40,1.12
447,Dobson,US,2020-07-10 14:51:05,36.4,-80.72,87.01,78,40,4.03
448,Adrar,MR,2020-07-10 14:51:05,20.5,-10.07,107.13,6,31,4.12
449,Babu,CN,2020-07-10 14:51:05,24.42,111.52,78.51,86,100,4.45
450,Lazaro Cardenas,MX,2020-07-10 14:51:05,17.96,-102.2,83.01,69,100,1.92
451,Suruc,TR,2020-07-10 14:51:05,36.98,38.42,98.6,13,40,11.41
452,Pizarro,CO,2020-07-10 14:51:05,4.95,-77.37,76.73,92,100,9.46
453,Brigham City,US,2020-07-10 14:47:45,41.51,-112.02,66.99,39,1,7.29
454,Arman,RU,2020-07-10 14:51:06,59.7,150.17,50.5,94,96,1.16
455,Egvekinot,RU,2020-07-10 14:51:06,66.32,-179.17,45.68,98,95,2.3
456,Zyukayka,RU,2020-07-10 14:51:06,58.2,54.7,67.96,90,90,5.79
457,Fukue,JP,2020-07-10 14:51:06,32.69,128.84,77.76,92,48,20.62
458,Pangnirtung,CA,2020-07-10 14:51:06,66.15,-65.71,48.2,76,75,10.29
459,Madimba,TZ,2020-07-10 14:51:06,-10.4,40.33,82.4,58,40,17.22
460,Cockburn Town,TC,2020-07-10 14:50:54,21.46,-71.14,83.48,78,56,19.98
461,Lahat,ID,2020-07-10 14:51:08,-3.8,103.53,73.0,91,99,3.15
462,Atambua,ID,2020-07-10 14:49:06,-9.11,124.89,70.65,89,22,5.77
463,Sangar,RU,2020-07-10 14:51:08,63.92,127.47,60.55,77,100,5.37
464,Safonovo,RU,2020-07-10 14:51:08,55.15,33.22,67.06,71,68,8.97
465,Taoudenni,ML,2020-07-10 14:51:08,22.68,-3.98,114.03,7,4,14.0
466,Catuday,PH,2020-07-10 14:51:09,16.29,119.81,83.07,76,100,4.34
467,Taltal,CL,2020-07-10 14:51:09,-25.4,-70.48,60.46,63,35,2.17
468,Planaltina,BR,2020-07-10 14:51:09,-15.45,-47.61,77.0,31,0,20.8
469,Manokwari,ID,2020-07-10 14:51:09,-0.87,134.08,79.38,67,68,2.82
470,Ciudad Bolivar,VE,2020-07-10 14:51:10,8.12,-63.55,86.02,63,93,8.25
471,Parabel,RU,2020-07-10 14:51:10,58.7,81.48,63.09,78,84,11.74
472,Zhigansk,RU,2020-07-10 14:51:10,66.77,123.37,64.24,50,100,9.44
473,Kieta,PG,2020-07-10 14:51:10,-6.22,155.63,79.27,78,100,6.24
474,Nouadhibou,MR,2020-07-10 14:51:10,20.93,-17.03,77.0,65,0,23.04
475,Redmond,US,2020-07-10 14:48:27,47.67,-122.12,59.0,83,33,1.23
476,Karratha,AU,2020-07-10 14:51:11,-20.74,116.85,68.52,38,0,5.95
477,Wanning,CN,2020-07-10 14:51:11,18.8,110.4,82.51,88,100,11.9
478,Zeya,RU,2020-07-10 14:51:11,53.75,127.27,67.19,92,100,4.83
479,Vysokogornyy,RU,2020-07-10 14:51:11,50.12,139.15,49.6,94,16,2.51
480,Ginir,ET,2020-07-10 14:51:12,7.13,40.7,68.77,72,25,7.05
481,Linkou,CN,2020-07-10 14:51:12,45.3,130.28,59.7,91,99,2.46
482,Voh,NC,2020-07-10 14:51:12,-20.97,164.7,61.47,82,2,6.42
483,Vadso,NO,2020-07-10 14:51:12,70.07,29.75,50.0,87,75,10.29
484,Saiha,IN,2020-07-10 14:51:13,22.48,92.97,71.65,93,100,2.66
485,Pisco,PE,2020-07-10 14:51:13,-13.7,-76.22,60.8,72,32,10.29
486,Sukumo,JP,2020-07-10 14:51:13,32.93,132.73,75.63,92,94,10.29
487,Arlit,NE,2020-07-10 14:51:13,18.74,7.39,105.93,13,45,10.58
488,Razole,IN,2020-07-10 14:51:13,16.48,81.83,81.82,82,99,1.03
489,Mitu,CO,2020-07-10 14:51:14,1.2,-70.17,81.77,76,100,2.84
490,Verkhoshizhemye,RU,2020-07-10 14:51:14,58.01,49.1,65.64,76,100,5.32
491,Huntsville,US,2020-07-10 14:49:52,34.73,-86.59,84.99,78,40,5.82
492,Yarim,YE,2020-07-10 14:51:14,14.3,44.38,67.12,55,75,5.79
493,Wilmington,US,2020-07-10 14:50:22,34.23,-77.94,86.0,74,20,4.7
494,Lipari,IT,2020-07-10 14:51:15,38.47,14.95,82.99,69,0,4.0
495,Qostanay,KZ,2020-07-10 14:51:15,53.17,63.58,89.6,43,0,4.47
496,Alugan,PH,2020-07-10 14:51:15,12.22,125.48,82.56,80,97,6.8
497,Aden,YE,2020-07-10 14:48:27,12.78,45.04,94.59,51,33,7.05
498,Middelburg,ZA,2020-07-10 14:51:15,-25.78,29.46,64.6,36,0,11.41
499,Mbigou,GA,2020-07-10 14:51:15,-1.9,11.91,74.32,78,99,4.68
500,Bowen,AU,2020-07-10 14:51:16,-20.02,148.23,68.0,88,90,9.17
501,Kahului,US,2020-07-10 14:51:16,20.89,-156.47,78.8,61,1,11.41
502,Havelock,US,2020-07-10 14:51:03,34.88,-76.9,86.0,70,20,5.82
503,Lavrentiya,RU,2020-07-10 14:51:16,65.58,-171.0,50.49,75,96,1.88
504,Coolum Beach,AU,2020-07-10 14:51:16,-26.53,153.1,61.0,97,91,1.01
505,Luena,AO,2020-07-10 14:51:16,-11.78,19.92,82.4,37,33,4.7
506,Ilhabela,BR,2020-07-10 14:51:17,-23.78,-45.36,69.93,64,14,6.53
507,Esna,EG,2020-07-10 14:51:17,25.29,32.55,100.4,31,0,13.87
508,Ladovskaya Balka,RU,2020-07-10 14:51:17,45.63,41.4,80.31,43,0,8.77
509,Villazon,BO,2020-07-10 14:51:18,-22.09,-65.59,48.33,31,0,6.17
510,Porto Novo,BJ,2020-07-10 14:51:18,6.5,2.6,82.4,78,20,13.87
511,Aksha,RU,2020-07-10 14:51:18,50.28,113.29,61.41,85,65,2.08
512,Sao Borja,BR,2020-07-10 14:51:19,-28.66,-56.0,57.85,74,0,9.78
513,Sorong,ID,2020-07-10 14:51:19,-0.88,131.25,78.75,83,2,5.7
514,Bradford,GB,2020-07-10 14:49:38,53.79,-1.75,62.01,87,40,11.41
515,Lircay,PE,2020-07-10 14:51:19,-12.99,-74.72,55.4,50,75,1.12
516,Ekhabi,RU,2020-07-10 14:51:19,53.51,142.97,50.23,93,99,3.89
517,Uhlove,UA,2020-07-10 14:51:20,44.82,33.6,78.55,48,10,5.84
518,Katherine,AU,2020-07-10 14:51:20,-14.47,132.27,77.0,47,75,4.7
519,Kemijarvi,FI,2020-07-10 14:51:20,66.71,27.43,56.73,79,98,5.97
520,Port-Gentil,GA,2020-07-10 14:51:21,-0.72,8.78,80.6,69,40,14.99
521,Sampit,ID,2020-07-10 14:51:21,-2.53,112.95,74.57,98,100,2.55
522,Narendranagar,IN,2020-07-10 14:51:21,30.17,78.3,77.0,88,75,4.7
523,Maumere,ID,2020-07-10 14:51:21,-8.62,122.21,76.53,76,4,5.17
524,Colares,PT,2020-07-10 14:50:04,38.8,-9.45,81.0,44,20,16.11
525,Kibala,TD,2020-07-10 14:51:22,9.11,18.35,87.8,55,20,6.93
